"Account","Flag","Date","Payee","Category Group/Category","Category Group","Category","Memo","Outflow","Inflow","Cleared"
"Principal","","04/05/2024","Transfer : WealthSimple Cash","","","","",0.00$,70.00$,"Reconciled"
"WealthSimple Cash","","03/05/2024","Maxi Port-Cartier","Dépense Obligatoire: 🍲 Epicerie","Dépense Obligatoire","🍲 Epicerie","",150.17$,0.00$,"Reconciled"
"WealthSimple Cash","","03/05/2024","Tabagie des iles","Dépense Non Obligatoire: 🚬 Cigarette","Dépense Non Obligatoire","🚬 Cigarette","",146.54$,0.00$,"Reconciled"
"Principal","","03/05/2024","Interac e-Transfer to /Gaston tire /","Dépense Irrégulière: 📤 Dépense Non Catégorisé","Dépense Irrégulière","📤 Dépense Non Catégorisé","",70.00$,0.00$,"Reconciled"
"WealthSimple Cash","","03/05/2024","Irving Port-Cartier","Dépense Non Obligatoire: ⛽ Gaz","Dépense Non Obligatoire","⛽ Gaz","",60.00$,0.00$,"Reconciled"
"WealthSimple Cash","","03/05/2024","Purchase /DOLLARAMA # 142","Dépense Irrégulière: 📤 Dépense Non Catégorisé","Dépense Irrégulière","📤 Dépense Non Catégorisé","",32.38$,0.00$,"Reconciled"
"WealthSimple Cash","","03/05/2024","Mcdo","Dépense Non Obligatoire: 👩‍🍳 Restaurant","Dépense Non Obligatoire","👩‍🍳 Restaurant","",32.16$,0.00$,"Reconciled"
"WealthSimple Cash","","03/05/2024","Depanneur Pointe","Dépense Non Obligatoire: 🏪 Dépanneur","Dépense Non Obligatoire","🏪 Dépanneur","",29.87$,0.00$,"Reconciled"
"WealthSimple Cash","","03/05/2024","Reçu de Katherine","Inflow: Ready to Assign","Inflow","Ready to Assign","",0.00$,70.00$,"Reconciled"
"WealthSimple CELI","","02/05/2024","Reconciliation Balance Adjustment","","","","Entered automatically by YNAB",139.57$,0.00$,"Reconciled"
"WealthSimple Cash","","02/05/2024","Depanneur Pointe","Dépense Non Obligatoire: 🏪 Dépanneur","Dépense Non Obligatoire","🏪 Dépanneur","",36.72$,0.00$,"Reconciled"
"WealthSimple Cash","","02/05/2024","Steam","Dépense Irrégulière: 📤 Dépense Non Catégorisé","Dépense Irrégulière","📤 Dépense Non Catégorisé","",20.71$,0.00$,"Reconciled"
"WealthSimple Cash","","02/05/2024","WealthSimple interet","Inflow: Ready to Assign","Inflow","Ready to Assign","",0.00$,3.28$,"Reconciled"
"Principal","","02/05/2024","Payroll /LES TOURBIERES BERGER LTEE CPT","Inflow: Ready to Assign","Inflow","Ready to Assign","",0.00$,43.28$,"Reconciled"
"WealthSimple Cash","","02/05/2024","Paye Arbec","Inflow: Ready to Assign","Inflow","Ready to Assign","",0.00$,691.24$,"Reconciled"
"WealthSimple Cash","","01/05/2024","Manual Balance Adjustment","Inflow: Ready to Assign","Inflow","Ready to Assign","",25.00$,0.00$,"Reconciled"
"WealthSimple Cash","","01/05/2024","Depanneur Pointe","Dépense Non Obligatoire: 🏪 Dépanneur","Dépense Non Obligatoire","🏪 Dépanneur","",15.76$,0.00$,"Reconciled"
"WealthSimple Cash","","01/05/2024","Depanneur Pointe","Dépense Non Obligatoire: 🏪 Dépanneur","Dépense Non Obligatoire","🏪 Dépanneur","",14.61$,0.00$,"Reconciled"
"Classique Visa Desjardins","","01/05/2024","GSUITE TOUTIE.M CC GOOGLE.COMCA","Dépense Irrégulière: 📤 Dépense Non Catégorisé","Dépense Irrégulière","📤 Dépense Non Catégorisé","",10.35$,0.00$,"Reconciled"
"WealthSimple Cash","","01/05/2024","Reconciliation Balance Adjustment","Inflow: Ready to Assign","Inflow","Ready to Assign","Entered automatically by YNAB",0.00$,0.95$,"Reconciled"
"WealthSimple Cash","","01/05/2024","Reconciliation Balance Adjustment","Inflow: Ready to Assign","Inflow","Ready to Assign","Entered automatically by YNAB",0.00$,1.33$,"Reconciled"
"WealthSimple Cash","","01/05/2024","Reconciliation Balance Adjustment","Inflow: Ready to Assign","Inflow","Ready to Assign","Entered automatically by YNAB",0.00$,2.23$,"Reconciled"
"WealthSimple Cash","","01/05/2024","Manual Balance Adjustment","Inflow: Ready to Assign","Inflow","Ready to Assign","",0.00$,24.81$,"Reconciled"
"WealthSimple Cash","","30/04/2024","Paiement Loyer Papa","Dépense Obligatoire: 🏠 Loyer","Dépense Obligatoire","🏠 Loyer","",600.00$,0.00$,"Reconciled"
"WealthSimple Cash","","30/04/2024","Payment /BENEVA","Dépense Obligatoire: 🏚️ Assurance Maison","Dépense Obligatoire","🏚️ Assurance Maison","",220.99$,0.00$,"Reconciled"
"Principal","","30/04/2024","Fixed service charges","Dépense Obligatoire: 🏦 Frais Desjardins","Dépense Obligatoire","🏦 Frais Desjardins","",15.95$,0.00$,"Reconciled"
"WealthSimple CELI","","29/04/2024","Transfer : WealthSimple Cash","","","","",333.00$,0.00$,"Reconciled"
"Principal","","29/04/2024","Payment /DELL FINANCIAL","Dépense Obligatoire: 🖥️ Dell","Dépense Obligatoire","🖥️ Dell","",15.90$,0.00$,"Reconciled"
"WealthSimple Cash","","29/04/2024","Transfer : WealthSimple CELI","Inflow: Ready to Assign","Inflow","Ready to Assign","",0.00$,333.00$,"Reconciled"
"WealthSimple Cash","","28/04/2024","Depanneur Pointe","Dépense Non Obligatoire: 🥃 Redbull","Dépense Non Obligatoire","🥃 Redbull","Split (1/3) ",25.00$,0.00$,"Reconciled"
"WealthSimple Cash","","28/04/2024","Depanneur Pointe","Dépense Non Obligatoire: ⛽ Gaz","Dépense Non Obligatoire","⛽ Gaz","Split (2/3) ",85.00$,0.00$,"Reconciled"
"WealthSimple Cash","","28/04/2024","Depanneur Pointe","Dépense Non Obligatoire: 🏪 Dépanneur","Dépense Non Obligatoire","🏪 Dépanneur","Split (3/3) ",10.00$,0.00$,"Reconciled"
"WealthSimple Cash","","28/04/2024","Crypto","Dépense Irrégulière: 📤 Dépense Non Catégorisé","Dépense Irrégulière","📤 Dépense Non Catégorisé","",68.73$,0.00$,"Reconciled"
"WealthSimple Cash","","28/04/2024","Money transfer sent to /Katherine /","Dépense Irrégulière:  ❤️ Katherine","Dépense Irrégulière"," ❤️ Katherine","",40.00$,0.00$,"Reconciled"
"WealthSimple Cash","","28/04/2024","Github","Dépense Irrégulière: 📤 Dépense Non Catégorisé","Dépense Irrégulière","📤 Dépense Non Catégorisé","",14.27$,0.00$,"Reconciled"
"WealthSimple Cash","","27/04/2024","Crypto","Dépense Irrégulière: 📤 Dépense Non Catégorisé","Dépense Irrégulière","📤 Dépense Non Catégorisé","",137.27$,0.00$,"Reconciled"
"WealthSimple Cash","","27/04/2024","Crypto","Dépense Irrégulière: 📤 Dépense Non Catégorisé","Dépense Irrégulière","📤 Dépense Non Catégorisé","",82.24$,0.00$,"Reconciled"
"WealthSimple Cash","","27/04/2024","Google Ai","Dépense Irrégulière: 📤 Dépense Non Catégorisé","Dépense Irrégulière","📤 Dépense Non Catégorisé","",31.03$,0.00$,"Reconciled"
"WealthSimple Cash","","27/04/2024","Crypto","Dépense Irrégulière: 📤 Dépense Non Catégorisé","Dépense Irrégulière","📤 Dépense Non Catégorisé","",27.36$,0.00$,"Reconciled"
"WealthSimple Cash","","26/04/2024","Transfer : Classique Visa Desjardins","","","","",100.00$,0.00$,"Reconciled"
"WealthSimple Cash","","26/04/2024","Restaurant de la Baie","Dépense Non Obligatoire: 👩‍🍳 Restaurant","Dépense Non Obligatoire","👩‍🍳 Restaurant","",34.37$,0.00$,"Reconciled"
"WealthSimple Cash","","26/04/2024","Reconciliation Balance Adjustment","Inflow: Ready to Assign","Inflow","Ready to Assign","Entered automatically by YNAB",18.20$,0.00$,"Reconciled"
"WealthSimple Cash","","26/04/2024","Money transfer sent to /Papa /","Dépense Irrégulière: 🧔 Papa","Dépense Irrégulière","🧔 Papa","",5.00$,0.00$,"Reconciled"
"Classique Visa Desjardins","","26/04/2024","Transfer : WealthSimple Cash","","","","",0.00$,100.00$,"Reconciled"
"WealthSimple Cash","","26/04/2024","Reçu de Katherine","Inflow: Ready to Assign","Inflow","Ready to Assign","",0.00$,400.00$,"Reconciled"
"Principal","","25/04/2024","Transfer : WealthSimple Cash","","","","",339.45$,0.00$,"Reconciled"
"WealthSimple Cash","","25/04/2024","Irving Port-Cartier","Dépense Non Obligatoire: 🚬 Cigarette","Dépense Non Obligatoire","🚬 Cigarette","Split (1/3) ",147.42$,0.00$,"Reconciled"
"WealthSimple Cash","","25/04/2024","Irving Port-Cartier","Dépense Non Obligatoire: 🏪 Dépanneur","Dépense Non Obligatoire","🏪 Dépanneur","Split (2/3) ",6.00$,0.00$,"Reconciled"
"WealthSimple Cash","","25/04/2024","Irving Port-Cartier","Dépense Non Obligatoire: 🥃 Redbull","Dépense Non Obligatoire","🥃 Redbull","Split (3/3) ",10.00$,0.00$,"Reconciled"
"WealthSimple Cash","","25/04/2024","Money transfer sent to /Katherine /","Dépense Irrégulière:  ❤️ Katherine","Dépense Irrégulière"," ❤️ Katherine","",40.00$,0.00$,"Reconciled"
"WealthSimple Cash","","25/04/2024","Snowball Portfolio","Dépense Irrégulière: 📤 Dépense Non Catégorisé","Dépense Irrégulière","📤 Dépense Non Catégorisé","",20.59$,0.00$,"Reconciled"
"WealthSimple Cash","","25/04/2024","YOUNEEDABUDGET.COM +18016109169","Abonnement: YNAB","Abonnement","YNAB","",20.59$,0.00$,"Reconciled"
"WealthSimple Cash","","25/04/2024","Celi","Inflow: Ready to Assign","Inflow","Ready to Assign","",0.00$,184.00$,"Reconciled"
"Principal","","25/04/2024","Employment insurance /CANADA","Inflow: Ready to Assign","Inflow","Ready to Assign","",0.00$,339.00$,"Reconciled"
"WealthSimple Cash","","25/04/2024","Transfer : Principal","","","","",0.00$,339.45$,"Reconciled"
"Principal","","24/04/2024","Transfer : WealthSimple Cash","","","","",245.00$,0.00$,"Reconciled"
"WealthSimple Cash","","24/04/2024","Bell","Dépense Obligatoire: 📱 Cellulaire","Dépense Obligatoire","📱 Cellulaire","",139.85$,0.00$,"Reconciled"
"Classique Visa Desjardins","","24/04/2024","FRAIS DE CRÉDIT","Dépense Irrégulière: 🤌 Frais et Interet","Dépense Irrégulière","🤌 Frais et Interet","",68.51$,0.00$,"Reconciled"
"Classique Visa Desjardins","","24/04/2024","ASSURANCE SOLDE DSF PARTICULIER","Dépense Irrégulière: 🤌 Frais et Interet","Dépense Irrégulière","🤌 Frais et Interet","",51.55$,0.00$,"Reconciled"
"WealthSimple Cash","","24/04/2024","Irving Port-Cartier","Dépense Non Obligatoire: 🥃 Redbull","Dépense Non Obligatoire","🥃 Redbull","",18.80$,0.00$,"Reconciled"
"Classique Visa Desjardins","","24/04/2024","TAXES QC ASS-SOLDE DSF PARTICULIER","Dépense Irrégulière: 🤌 Frais et Interet","Dépense Irrégulière","🤌 Frais et Interet","",4.64$,0.00$,"Reconciled"
"WealthSimple Cash","","24/04/2024","Reconciliation Balance Adjustment","Inflow: Ready to Assign","Inflow","Ready to Assign","Entered automatically by YNAB",2.77$,0.00$,"Reconciled"
"Classique Visa Desjardins","","24/04/2024","Reconciliation Balance Adjustment","Inflow: Ready to Assign","Inflow","Ready to Assign","Entered automatically by YNAB",0.00$,154.25$,"Reconciled"
"WealthSimple Cash","","24/04/2024","Transfer : Principal","","","","",0.00$,245.00$,"Reconciled"
"Principal","","24/04/2024","Employment insurance /CANADA","Inflow: Ready to Assign","Inflow","Ready to Assign","",0.00$,339.00$,"Reconciled"
"WealthSimple Cash","","24/04/2024","Paye Arbec","Inflow: Ready to Assign","Inflow","Ready to Assign","",0.00$,401.39$,"Reconciled"
"Principal","","23/04/2024","Direct withdrawal /Wealthsimple Investments Inc.","Dépense Irrégulière: 💰 Placement","Dépense Irrégulière","💰 Placement","",10.00$,0.00$,"Reconciled"
"WealthSimple Cash","","22/04/2024","Pocket option","Dépense Irrégulière: 💰 Placement","Dépense Irrégulière","💰 Placement","",171.00$,0.00$,"Reconciled"
"WealthSimple Cash","","22/04/2024","Indicateur","Dépense Irrégulière: 📤 Dépense Non Catégorisé","Dépense Irrégulière","📤 Dépense Non Catégorisé","",56.08$,0.00$,"Reconciled"
"WealthSimple Cash","","22/04/2024","Irving Port-Cartier","Dépense Non Obligatoire: 🥃 Redbull","Dépense Non Obligatoire","🥃 Redbull","",18.80$,0.00$,"Reconciled"
"Principal","","22/04/2024","Payment /DESJARDINS FIN. SECUR.","Dépense Obligatoire: 🏦 Frais Assurance Desjardins","Dépense Obligatoire","🏦 Frais Assurance Desjardins","",9.95$,0.00$,"Reconciled"
"WealthSimple Cash","","21/04/2024","Transfer : Fairstone","Hidden Categories: 📂 Fairstone / Fridge","Hidden Categories","📂 Fairstone / Fridge","",169.09$,0.00$,"Reconciled"
"WealthSimple Cash","","21/04/2024","Depanneur Pointe","Dépense Non Obligatoire: 🥃 Redbull","Dépense Non Obligatoire","🥃 Redbull","",24.73$,0.00$,"Reconciled"
"Fairstone","","21/04/2024","Transfer : WealthSimple Cash","","","","",0.00$,169.09$,"Uncleared"
"WealthSimple Cash","","20/04/2024","Transfer : Classique Visa Desjardins","","","","",100.00$,0.00$,"Reconciled"
"WealthSimple Cash","","20/04/2024","Reconciliation Balance Adjustment","Inflow: Ready to Assign","Inflow","Ready to Assign","Entered automatically by YNAB",54.79$,0.00$,"Reconciled"
"WealthSimple Cash","","20/04/2024","StockUnlock","Dépense Irrégulière: Autre Non Credit","Dépense Irrégulière","Autre Non Credit","",11.99$,0.00$,"Reconciled"
"WealthSimple Cash","","20/04/2024","Reçu de Katherine","Inflow: Ready to Assign","Inflow","Ready to Assign","",0.00$,10.00$,"Reconciled"
"Classique Visa Desjardins","","20/04/2024","Transfer : WealthSimple Cash","","","","",0.00$,100.00$,"Reconciled"
"WealthSimple Cash","","19/04/2024","Irving Port-Cartier","Dépense Non Obligatoire: 🚬 Cigarette","Dépense Non Obligatoire","🚬 Cigarette","Split (1/3) ",140.00$,0.00$,"Reconciled"
"WealthSimple Cash","","19/04/2024","Irving Port-Cartier","Dépense Non Obligatoire: 🥃 Redbull","Dépense Non Obligatoire","🥃 Redbull","Split (2/3) ",25.88$,0.00$,"Reconciled"
"WealthSimple Cash","","19/04/2024","Irving Port-Cartier","Dépense Non Obligatoire: 🏪 Dépanneur","Dépense Non Obligatoire","🏪 Dépanneur","Split (3/3) ",3.50$,0.00$,"Reconciled"
"WealthSimple Cash","","19/04/2024","IGA Port-Cartier","Dépense Obligatoire: 🍲 Epicerie","Dépense Obligatoire","🍲 Epicerie","",133.49$,0.00$,"Reconciled"
"Classique Visa Desjardins","","19/04/2024","virtualpay*PocketInv 254721827376","Dépense Irrégulière: 💰 Placement","Dépense Irrégulière","💰 Placement","",70.67$,0.00$,"Reconciled"
"Principal","","19/04/2024","Payment /DESJARDINS FIN. SECUR.","Dépense Obligatoire: 🏦 Frais Assurance Desjardins","Dépense Obligatoire","🏦 Frais Assurance Desjardins","",15.75$,0.00$,"Reconciled"
"WealthSimple Cash","","19/04/2024","Sololearn","Dépense Irrégulière: 📤 Dépense Non Catégorisé","Dépense Irrégulière","📤 Dépense Non Catégorisé","",9.76$,0.00$,"Reconciled"
"Classique Visa Desjardins","","18/04/2024","virtualpay*PocketInv 25472182737 KE","Dépense Irrégulière: 💰 Placement","Dépense Irrégulière","💰 Placement","",70.67$,0.00$,"Reconciled"
"WealthSimple Cash","","17/04/2024","Depanneur Pointe","Dépense Non Obligatoire: 🥃 Redbull","Dépense Non Obligatoire","🥃 Redbull","Split (1/2) ",24.69$,0.00$,"Reconciled"
"WealthSimple Cash","","17/04/2024","Depanneur Pointe","Dépense Non Obligatoire: ⛽ Gaz","Dépense Non Obligatoire","⛽ Gaz","Split (2/2) ",80.04$,0.00$,"Reconciled"
"Classique Visa Desjardins","","17/04/2024","POTrade DAR-ES-SALAAMTZ","Dépense Irrégulière: 💰 Placement","Dépense Irrégulière","💰 Placement","",56.74$,0.00$,"Reconciled"
"Classique Visa Desjardins","","17/04/2024","POTrade DAR-ES-SALAAMTZ","Dépense Irrégulière: 💰 Placement","Dépense Irrégulière","💰 Placement","",28.37$,0.00$,"Reconciled"
"Classique Visa Desjardins","","17/04/2024","TRADETIMESCANNER +1502520483KYUS","Dépense Irrégulière: 📤 Dépense Non Catégorisé","Dépense Irrégulière","📤 Dépense Non Catégorisé","",21.28$,0.00$,"Reconciled"
"WealthSimple Cash","","17/04/2024","OnAir","Dépense Irrégulière: 📤 Dépense Non Catégorisé","Dépense Irrégulière","📤 Dépense Non Catégorisé","",15.19$,0.00$,"Reconciled"
"WealthSimple Cash","","17/04/2024","Paye Arbec","Inflow: Ready to Assign","Inflow","Ready to Assign","",0.00$,401.39$,"Reconciled"
"Classique Visa Desjardins","","16/04/2024","virtualpay*POTrade Nairobi KE","Dépense Irrégulière: 💰 Placement","Dépense Irrégulière","💰 Placement","",141.35$,0.00$,"Reconciled"
"WealthSimple Cash","","16/04/2024","Depanneur BT","Dépense Non Obligatoire: 🥃 Redbull","Dépense Non Obligatoire","🥃 Redbull","",18.80$,0.00$,"Reconciled"
"WealthSimple Cash","","16/04/2024","Transfer : WealthSimple CELI","Dépense Irrégulière: 💰 Placement","Dépense Irrégulière","💰 Placement","",0.00$,0.00$,"Reconciled"
"WealthSimple CELI","","16/04/2024","Transfer : WealthSimple Cash","","","","",0.00$,0.00$,"Reconciled"
"WealthSimple Cash","","15/04/2024","Transfer : Classique Visa Desjardins","","","","",256.19$,0.00$,"Reconciled"
"WealthSimple Cash","","15/04/2024","AFFIRM CANADA VANCOUVER BC","Dépense Irrégulière: Autre Non Credit","Dépense Irrégulière","Autre Non Credit","",139.41$,0.00$,"Reconciled"
"Principal","","15/04/2024","Insurance /Intact Assur.","Dépense Obligatoire: 🚗 Assurance Auto","Dépense Obligatoire","🚗 Assurance Auto","",58.56$,0.00$,"Reconciled"
"WealthSimple Cash","","15/04/2024","ADOBE INC 4029357733","Abonnement: Adobe","Abonnement","Adobe","",14.94$,0.00$,"Reconciled"
"Classique Visa Desjardins","","15/04/2024","Transfer : WealthSimple Cash","","","","",0.00$,256.19$,"Reconciled"
"WealthSimple Cash","","13/04/2024","Tabagie des iles","Dépense Non Obligatoire: 🚬 Cigarette","Dépense Non Obligatoire","🚬 Cigarette","Split (1/2) ",142.55$,0.00$,"Reconciled"
"WealthSimple Cash","","13/04/2024","Tabagie des iles","Dépense Non Obligatoire: 🥃 Redbull","Dépense Non Obligatoire","🥃 Redbull","Split (2/2) ",5.50$,0.00$,"Reconciled"
"WealthSimple Cash","","13/04/2024","Maxi Port-Cartier","Dépense Obligatoire: 🍲 Epicerie","Dépense Obligatoire","🍲 Epicerie","",138.39$,0.00$,"Reconciled"
"WealthSimple Cash","","13/04/2024","Purchase /DOLLARAMA # 142","Dépense Irrégulière: 📤 Dépense Non Catégorisé","Dépense Irrégulière","📤 Dépense Non Catégorisé","",26.27$,0.00$,"Reconciled"
"WealthSimple Cash","","13/04/2024","Mcdo","Dépense Non Obligatoire: 👩‍🍳 Restaurant","Dépense Non Obligatoire","👩‍🍳 Restaurant","",7.80$,0.00$,"Reconciled"
"WealthSimple Cash","","12/04/2024","Depanneur BT","Dépense Non Obligatoire: ⛽ Gaz","Dépense Non Obligatoire","⛽ Gaz","Split (1/3) ",50.00$,0.00$,"Reconciled"
"WealthSimple Cash","","12/04/2024","Depanneur BT","Dépense Non Obligatoire: 🥃 Redbull","Dépense Non Obligatoire","🥃 Redbull","Split (2/3) ",25.00$,0.00$,"Reconciled"
"WealthSimple Cash","","12/04/2024","Depanneur BT","Dépense Non Obligatoire: 🏪 Dépanneur","Dépense Non Obligatoire","🏪 Dépanneur","Split (3/3) ",16.98$,0.00$,"Reconciled"
"Principal","","11/04/2024","Transfer : WealthSimple Cash","","","","",657.00$,0.00$,"Reconciled"
"Principal","","11/04/2024","Employment insurance /CANADA","Inflow: Ready to Assign","Inflow","Ready to Assign","",0.00$,310.00$,"Reconciled"
"WealthSimple Cash","","11/04/2024","Transfer : Principal","","","","",0.00$,657.00$,"Reconciled"
"WealthSimple Cash","","10/04/2024","Depanneur BT","Dépense Non Obligatoire: 🥃 Redbull","Dépense Non Obligatoire","🥃 Redbull","",25.65$,0.00$,"Reconciled"
